chr4	494391	499506	+
chr4	499717	501193	+
chr4	501383	502617	+
chr4	502760	509761	+
chr4	509975	514844	+
chr4	515017	515448	+
chr4	515063	515448	+
chr4	515731	515777	+
chr4	515731	517247	+
chr4	517703	520827	+
chr4	521020	524224	+
chr4	524535	527606	+
chr4	527771	532941	+
chr4	676166	676569	-
chr4	676680	676998	-
chr4	677157	677397	-
chr4	677551	678271	-
chr4	678392	678507	-
chr4	678646	679623	-
chr4	678646	680320	-
chr4	679701	679877	-
chr4	680092	680320	-
chr4	680414	682781	-
chr4	680480	682781	-
chrX	193062	198148	+
chrX	198352	200833	+
chrX	200982	205399	+
chrX	205537	207314	+
chrX	207444	208165	+
chrX	207444	209701	+
chrX	208322	209701	+
chrX	209886	215763	+
chrX	585338	591200	+
chrX	591910	595352	+
chrX	595562	601555	+
chrX	601614	601733	+
chrX	601823	619519	+
chr9	504755	676889	+
chr10	180833	225933	+
chr10	181500	225933	+
chr10	226069	255828	+
chr10	255989	267134	+
chr10	255989	282777	+
chr10	267297	282777	+
chr10	282856	283524	+
chr10	283618	285377	+
chr10	285466	285995	+
chr10	285466	285998	+
chr10	286052	286832	+
chr10	286911	287960	+
chr10	288080	292705	+
chr10	292914	293337	+
chr10	293407	294275	+
chr10	294549	294842	+
chr10	295029	298287	+
chr11	193155	193711	+
chr11	193912	194417	+
chr11	289240	289803	+
chr11	290076	290389	+
chr11	290601	290677	+
chr11	291114	291975	+
chr11	292096	292545	+
chr11	292678	292885	+
chr11	292998	293162	+
chr11	293236	293365	+
chr11	293503	293593	+
chr11	293728	293829	+
chr11	293926	294098	+
chr11	294197	294266	+
chr11	294479	294555	+
chr11	406060	406348	-
chr11	406539	406842	-
chr11	406994	407061	-
chr11	407165	407424	-
chr11	407569	407816	-
chr11	407958	408072	-
chr11	408207	408694	-
chr11	408894	409867	-
chr11	410028	417293	-
chr11	494779	494882	-
chr11	495054	497970	-
chr11	498142	498456	-
chr11	498628	498762	-
chr11	498934	499014	-
chr11	499186	499828	-
chr11	500000	500483	-
chr11	500655	502061	-
chr11	502182	506608	-
chr11	502250	504823	-
chr11	504997	506608	-
chr11	561034	561761	+
chr11	561478	561761	+
chr11	561893	562078	+
chr11	562777	563188	+
chr11	563318	563557	+
chr11	576593	581491	+
chr11	581598	581964	+
chr11	582082	587258	+
chr11	587465	591383	+
chr11	591468	592558	+
chr11	592675	596922	+
chr11	597021	597394	+
chr11	597571	598372	+
chr11	598503	601573	+
chr11	601702	605118	+
chr11	605301	605604	+
chr11	605725	606441	+
chr11	606597	607065	+
chr11	609721	610195	+
chr11	610348	610500	+
chr11	610762	610953	+
chr11	611083	611633	+
chr12	186879	208311	+
chr12	208381	247432	+
chr12	248521	250289	+
chr12	250452	266190	+
chr12	266314	266693	+
chr12	266861	271091	+
chr12	271232	272659	+
chr12	272786	274599	+
chr12	274700	274894	+
chr12	275057	278178	+
chr12	278272	280277	+
chr12	280328	280412	+
chr17	293286	295626	-
chrY	143062	148148	+
chrY	148352	150833	+
chrY	150982	155399	+
chrY	155537	157314	+
chrY	157444	159701	+
chrY	159886	165763	+
