261	100
4350107	4350335	2	0	1	2
4350429	4352796	2	0	1	2
4350495	4352796	2	0	1	2
8057381	8062467	1	2	0	1
8062671	8065152	1	2	2	1
8065301	8069718	1	3	1	1
8069856	8071633	1	3	1	1
8071763	8072484	1	2	1	1
8071763	8074020	1	2	1	1
8072641	8074020	1	1	1	1
8074205	8080082	1	3	1	1
8449657	8455519	1	1	1	1
8456229	8459671	1	2	1	1
8459881	8465874	1	2	2	1
8465933	8466052	1	2	1	1
8466142	8483838	1	2	0	1
9941938	10114072	1	2	2	1
10404448	10449548	1	2	0	1
10405115	10449548	1	1	0	1
10449684	10479443	1	0	3	1
10479604	10490749	1	0	1	1
10479604	10506392	1	0	0	1
10490912	10506392	1	1	0	1
10506471	10507139	1	1	1	1
10507233	10508992	1	2	0	1
10509081	10509610	1	2	0	1
10509081	10509613	1	2	0	1
10509667	10510447	1	2	0	1
10510526	10511575	1	0	0	1
10511695	10516320	1	2	1	1
10516529	10516952	1	3	0	1
10517022	10517890	1	0	1	1
10518164	10518457	1	2	0	1
10518644	10521902	1	1	0	1
11203202	11203758	1	0	1	1
11203959	11204464	1	1	2	1
11299287	11299850	1	1	1	1
11300123	11300436	1	3	1	1
11300648	11300724	1	1	3	1
11301161	11302022	1	3	1	1
11302143	11302592	1	3	1	1
11302725	11302932	1	5	1	1
11303045	11303209	1	1	1	1
11303283	11303412	1	3	0	1
11303550	11303640	1	1	1	1
11303775	11303876	1	1	0	1
11303973	11304145	1	2	2	1
11304244	11304313	1	3	1	1
11304526	11304602	1	3	1	1
11416107	11416395	2	2	1	2
11416586	11416889	2	0	1	2
11417041	11417108	2	1	1	2
11417212	11417471	2	0	1	2
11417616	11417863	2	0	1	2
11418005	11418119	2	1	1	2
11418254	11418741	2	1	1	2
11418941	11419914	2	2	3	2
11420075	11427340	2	0	2	2
11504826	11504929	2	0	0	2
11505101	11508017	2	2	1	2
11508189	11508503	2	1	1	2
11508675	11508809	2	1	1	2
11508981	11509061	2	1	0	2
11509233	11509875	2	1	0	2
11510047	11510530	2	0	2	2
11510702	11512108	2	1	3	2
11512229	11516655	2	1	2	2
11512297	11514870	2	0	3	2
11515044	11516655	2	1	2	2
11571081	11571808	1	3	1	1
11571525	11571808	1	3	1	1
11571940	11572125	1	2	1	1
11572824	11573235	1	3	1	1
11573365	11573604	1	3	0	1
11586640	11591538	1	1	0	1
11591645	11592011	1	2	0	1
11592129	11597305	1	1	2	1
11597512	11601430	1	2	0	1
11601515	11602605	1	2	0	1
11602722	11606969	1	1	3	1
11607068	11607441	1	1	0	1
11607618	11608419	1	2	0	1
11608550	11611620	1	0	1	1
11611749	11615165	1	2	0	1
11615348	11615651	1	2	0	1
11615772	11616488	1	3	1	1
11616644	11617112	1	1	0	1
11619768	11620242	1	0	1	1
11620395	11620547	1	3	2	1
11620809	11621000	1	2	0	1
11621130	11621680	1	2	0	1
11983358	12004790	1	0	1	1
12004860	12043911	1	2	0	1
12045000	12046768	1	0	0	1
12046931	12062669	1	0	0	1
12062793	12063172	1	3	0	1
12063340	12067570	1	2	3	1
12067711	12069138	1	0	3	1
12069265	12071078	1	1	0	1
12071179	12071373	1	0	0	1
12071536	12074657	1	0	1	1
12074751	12076756	1	2	0	1
12076807	12076891	1	2	3	1
15497637	15499977	2	3	2	2
16920277	16925363	1	2	0	1
16925567	16928048	1	2	2	1
16928197	16932614	1	3	1	1
16932752	16934529	1	3	1	1
16934659	16936916	1	2	1	1
16937101	16942978	1	3	1	1
