chrX	402962	434199	1	1	0	0	1	27
chrX	403746	433838	2	2	0	0	1	24
chrX	414115	425735	2	2	0	0	1	47
chrX	431157	433838	2	2	0	0	1	24
chrX	456992	495213	2	2	0	0	1	18
chrX	465114	470871	2	2	0	0	1	19
chrX	478452	520408	1	1	0	0	1	36
chrX	496452	531766	1	1	0	0	1	47
chrX	503805	520408	1	1	0	0	1	22
chrX	517797	525363	1	1	0	0	1	37
chrX	518814	518948	2	2	0	0	1	32
chrX	523995	531862	1	1	0	1	0	23
chrX	531888	568800	1	1	0	1	0	25
chrX	531932	572190	1	1	0	0	1	25
chrX	615957	619934	2	2	0	0	1	32
chrX	643300	674013	2	2	0	0	1	46
chrX	643312	648547	1	1	0	0	1	41
chrX	659801	661077	2	2	0	0	1	35
chrX	678087	686584	2	2	0	0	1	32
chrX	716459	729991	2	2	0	0	1	50
chrX	725582	729996	1	1	0	0	1	16
chrX	748232	752818	1	1	0	0	1	37
chr8	32207	68083	1	1	0	0	1	14
chr8	132610	173784	2	2	0	0	1	37
chr8	517117	518296	1	1	0	0	2	30
chr9	45057	79365	1	1	0	1	0	28
chr9	252075	267307	1	1	0	1	0	31
chr9	252734	263136	1	1	0	0	1	33
chr9	294933	310040	1	1	0	0	1	31
chr9	319066	340389	1	1	0	0	1	19
chr9	333524	381882	2	2	0	1	0	18
chr9	429212	453671	2	2	0	0	1	35
chr9	451498	492898	2	2	0	1	0	28
chr9	607273	609414	1	1	0	0	1	47
chr9	639553	662897	1	1	0	1	0	39
chr10	84064	86463	2	2	0	0	1	13
chr10	84064	106211	2	2	0	0	1	13
chr10	116667	121346	2	2	0	0	1	36
chr10	119519	121530	1	1	0	0	1	38
chr10	341360	389087	1	1	0	0	1	48
chr11	171077	192458	2	2	0	0	1	13
chr11	198360	215145	1	1	0	0	1	13
chr11	232277	254490	2	2	0	1	0	24
chr11	258704	265181	1	1	0	1	0	41
chr11	263044	270096	1	1	0	0	1	33
chr11	270097	277340	1	1	0	0	1	35
chr11	302815	303274	2	2	0	0	1	44
chr11	344804	354434	1	1	0	1	0	46
chr11	454728	496591	2	2	0	0	1	30
chr11	516163	565407	1	1	0	0	1	16
chr11	517332	517587	2	2	0	1	0	22
chr11	592151	600077	1	1	0	0	1	23
chr11	649212	650862	2	2	0	0	1	33
chr11	651672	658213	1	1	0	0	1	16
chr11	664088	666579	2	2	0	1	0	29
chr12	171815	182626	1	1	0	0	1	45
chr12	326919	334634	1	1	0	0	1	25
chr12	354782	360257	1	1	0	0	1	39
chr12	445175	468861	2	2	0	0	1	27
chr12	470504	506955	1	1	0	0	1	14
chr12	473725	515885	1	1	0	0	1	47
chr12	518197	526131	2	2	0	1	0	21
chr12	520422	539241	2	2	0	1	0	34
chr12	552760	561518	2	2	0	0	1	42
chr12	580809	596814	1	1	0	0	1	40
chr16	94079	97650	1	1	0	0	1	34
chr16	150905	197333	1	1	0	0	1	18
chr16	197375	235062	1	1	0	0	1	40
chr16	240633	272390	2	2	0	0	1	26
chr16	243377	243724	2	2	0	1	0	34
chr16	243377	280683	2	2	0	0	1	27
chr16	256812	272390	2	2	0	0	1	24
chr16	261393	271637	1	1	0	1	0	21
chr16	271659	282218	1	3	0	1	0	19
chr16	294050	333946	2	2	0	0	1	46
chr16	294230	302125	1	1	0	1	0	25
chr16	296373	302275	1	1	0	0	1	16
chr16	320022	345734	1	1	0	0	1	31
chr16	360540	361172	1	1	0	0	1	37
chr16	361630	365911	1	1	0	1	0	46
chr16	365702	373313	2	2	0	0	1	38
chr16	379999	415980	2	2	0	0	1	34
chr16	380002	394724	1	1	0	0	1	31
chr16	401485	437628	2	2	0	0	1	14
chr16	438885	445569	2	2	0	0	1	34
chr16	438940	443743	1	1	0	1	0	14
chr17	35018	44840	2	2	0	1	0	30
chr17	196924	242430	2	2	0	0	1	38
chr17	242763	248548	1	1	0	0	1	19
chr17	248597	279010	1	1	0	0	1	34
chr17	248597	283178	1	1	0	0	1	34
chr17	248597	285070	1	1	0	0	1	34
chr17	248601	258238	2	2	0	0	1	37
chr18	38455	40854	2	2	0	0	1	13
chr18	70420	72754	1	1	0	0	1	21
chr18	71671	77717	1	1	0	1	0	39
chr18	106458	106525	1	1	0	0	1	31
chr18	107070	108022	1	1	0	0	1	34
chr18	108059	109214	1	1	0	0	1	27
chr18	108363	109315	1	1	0	1	0	26
chr18	108645	109463	2	2	0	0	1	42
chr18	109248	110410	1	1	0	0	1	31
chr18	132954	160139	2	2	0	0	1	21
chr18	143245	153492	1	1	0	0	1	27
chr18	150755	196427	1	1	0	0	1	18
chr18	154693	170239	1	1	0	0	1	47
chr18	156970	167185	1	1	0	0	1	24
chr18	289597	322997	1	1	0	0	1	18
chr18	302817	342152	1	1	0	0	1	16
chr18	313572	323006	2	2	0	0	1	27
chr20	115529	142598	2	2	0	0	1	34
chr20	116927	119846	1	1	0	1	0	38
chr20	179407	213898	1	1	0	0	1	14
chr20	253096	294002	2	2	0	1	0	50
chr20	263388	300159	2	2	0	0	1	29
chr20	265279	273224	2	2	0	1	0	29
chrY	123823	152962	2	2	0	0	1	37
chrY	127319	145341	1	1	0	0	1	18
chrY	145265	149230	1	1	0	0	1	25
chrY	157895	168374	2	2	0	0	1	22
chrY	158044	172220	2	2	0	0	1	34
chrY	235549	240631	2	2	0	0	1	27
chrY	238332	240771	1	1	0	0	1	29
chr19	210197	250751	1	1	0	0	1	46
chr19	231645	250751	1	1	0	0	1	46
chr19	234819	278117	1	1	0	0	1	21
chr19	267826	286004	2	2	0	0	1	19
chrUn_gl000216	186	465	2	2	0	1	0	24
